-0.0280804 0.0900723 0.0489269 -0.0264516 -0.109222 -0.01149 -0.0211865 -0.192353 0.163108 -0.0944134 0.21127 -0.0772988 -0.219639 -0.00106713 -0.0521957 0.10086 -0.195406 -0.151913 -0.0254852 -0.114356 0.111122 0.0479662 -0.0238223 -0.039346 -0.101908 -0.271754 -0.11369 -0.0849318 0.184507 -0.0695057 0.0332392 0.0174348 -0.150369 -0.0530707 0.061547 0.00619719 -0.0494947 -0.0877306 0.210287 -0.0128018 -0.206645 -0.0179879 -0.00609098 0.238508 0.136951 0.0472148 0.0100472 -0.134479 0.133885 -0.212943 0.0560542 0.169456 0.106006 0.0174845 0.0952562 -0.161216 -0.0136702 0.162638 -0.160511 0.10272 0.0951669 -0.0939917 0.0102175 -0.0307235 0.11419 0.0226004 -0.0491709 -0.154356 0.198846 -0.11484 -0.10516 0.0991869 -0.0879686 -0.170173 -0.271702 -0.057943 0.513388 0.0734098 -0.167736 0.0476622 -0.0310715 0.0137407 0.192342 0.0761806 -0.0475286 -0.030887 -0.12483 -0.0145041 0.212903 -0.0940454 -0.0835781 0.196369 -0.0440817 0.0749867 0.0267086 0.0684915 -0.0766119 0.0116088 -0.0889445 -0.109556 0.099053 -0.0090099 -0.00414894 0.168618 -0.174341 0.1546 0.0139454 0.0290754 -0.00276804 -0.0503204 -0.0272399 0.0249558 0.178984 -0.280777 0.162974 0.199922 -0.0439427 0.121178 0.0379156 -0.0226001 0.0355226 -0.0980636 -0.241536 -0.101994 -0.000339511 0.00186459 -0.0267513 0.00824318
-0.122747 0.0737782 0.0375799 -0.000933662 -0.0723391 -0.00480655 -0.0237596 -0.107327 0.1516 -0.0701183 0.295205 -0.0575179 -0.269481 -0.0228563 -0.0774222 0.143119 -0.162987 -0.120049 -0.0270124 -0.0884918 0.0869806 0.00989229 0.0337947 0.0598255 -0.174125 -0.265331 -0.0334858 -0.0662133 0.0586656 -0.0536037 -0.00558342 0.0957141 -0.192708 0.00170979 0.0467534 0.06515 -0.0381473 -0.0615333 0.215868 0.0360411 -0.171137 -0.00230633 -0.0568868 0.301833 0.0919367 -0.016477 0.0311869 -0.108473 0.102262 -0.262414 0.00904227 0.240891 0.0732307 0.0393796 0.00577062 -0.207688 0.0569143 0.169048 -0.15995 0.0627787 0.0644119 -0.0801017 0.0158612 -0.0717733 0.146761 0.0846186 -0.117994 -0.129414 0.118865 -0.0459748 -0.0131679 0.108101 -0.172985 -0.268192 -0.269747 0.0537072 0.403261 0.119843 -0.169349 0.0498713 -0.0539045 0.0842952 0.121198 0.0670844 -0.0851275 -0.0243289 -0.130315 0.0198595 0.145663 -0.0486903 -0.0861856 0.196489 -0.0186718 0.00565619 0.0512044 0.0716775 -0.0857192 0.0181243 -0.0824928 0.0145792 0.00931435 -0.108367 0.0016159 0.0719751 -0.186505 0.12318 -0.00941414 -0.000870045 -0.0327401 -0.00723495 -0.0819723 0.0206564 0.105921 -0.320462 0.247801 0.206491 0.0514065 0.198856 0.0833657 0.0430306 -0.0316111 -0.00767343 -0.105495 -0.0936909 0.0449717 0.00191308 0.0168201 -0.0246723
-0.0747794 0.0599716 0.104357 0.0171097 -0.107826 0.0228154 -0.0160701 -0.104345 0.215406 -0.0301139 0.319424 -0.0928952 -0.261799 -0.0480986 -0.0272904 0.132217 -0.162538 -0.0905289 0.00991054 -0.0546338 0.143675 0.0514548 0.0194964 -0.0279531 -0.113532 -0.37718 -0.0756576 -0.084144 0.127134 -0.14251 0.0165121 0.0625192 -0.131651 -0.0768975 0.0313139 0.00132751 -0.0594401 -0.0812516 0.184943 0.0147684 -0.192822 -0.0754119 -0.00756551 0.244543 0.109082 0.0360784 0.0445343 -0.106098 0.0573233 -0.186273 0.00132984 0.177965 0.128675 -0.0144253 0.132387 -0.139339 -0.045164 0.120188 -0.196908 0.119649 0.111078 -0.0556789 0.00238846 -0.0714772 0.0902855 -0.00614173 -0.0610147 -0.108776 0.162766 -0.0633179 -0.0672863 0.0813232 -0.133274 -0.261187 -0.285472 -0.0472829 0.432981 0.0399363 -0.184117 0.0352643 0.038713 -0.00763012 0.108755 0.103787 -0.0341671 0.0206235 -0.1097 0.0127266 0.100237 -0.065043 -0.0117502 0.21276 -0.0564498 0.0166006 0.0486062 0.0745433 -0.0584746 0.0415644 -0.0925556 -0.0548447 0.0341059 -0.0784855 0.0372009 0.0703525 -0.153265 0.109039 0.01998 0.00630709 -0.0225419 -0.0452089 -0.0619298 0.0137255 0.168837 -0.291805 0.117585 0.196099 -0.0100371 0.147048 0.00132537 0.0443261 0.0125434 -0.0433713 -0.160816 -0.0629199 -0.0589016 -0.0292457 -0.0440207 -6.45183e-05
-0.0721213 0.00700722 0.160401 -0.0228993 -0.140312 -0.0464273 -0.0547312 -0.109121 0.144691 -0.0711958 0.266724 -0.0175473 -0.229282 -0.0424146 -0.00338844 0.0951746 -0.0808474 -0.153668 -0.00187692 -0.107113 0.0879866 0.0456208 -0.0378574 -0.0539984 -0.147555 -0.289724 -0.0895247 -0.121908 0.0992489 -0.0578449 -0.00488761 0.0189582 -0.147976 -0.0742888 0.0289609 0.0658343 -0.0375671 -0.0870719 0.209453 -0.0261307 -0.228254 -0.0435662 0.0123986 0.189711 0.0813026 0.00690518 0.100581 -0.0797863 0.121947 -0.194671 0.0886046 0.12144 0.14356 -0.00569004 0.133403 -0.206541 0.0251482 0.158326 -0.172178 0.147711 0.119059 -0.121217 -0.00648374 -0.0195529 0.160461 0.0158278 -0.0496137 -0.162578 0.206018 -0.0761053 -0.110513 0.122503 -0.12382 -0.140122 -0.35606 0.00641477 0.481502 0.0213423 -0.208944 0.0521787 -0.0283136 0.00955795 0.140967 0.0650306 -0.0181252 -0.00251793 -0.188846 -0.0404419 0.216932 -0.0431477 -0.018308 0.146047 -0.0037725 0.0857361 0.0399315 0.101402 -0.102266 -0.00209025 -0.0579272 -0.0174932 0.0826744 -0.0620878 -0.012201 0.137765 -0.180317 0.117051 -0.0231811 8.06544e-05 -0.0571364 -0.0378106 -0.0446354 0.0104351 0.155475 -0.263501 0.144063 0.175661 0.0105882 0.127497 0.0630127 -0.018317 -0.00635095 -0.0729699 -0.261971 -0.0962189 -0.0457554 -0.0527738 -0.0128318 0.100784
-0.0548414 0.0179529 0.176459 -0.0843574 -0.184163 -0.0626531 0.0162518 -0.159672 0.143066 -0.0638621 0.229184 -0.0920061 -0.246312 0.0712642 -0.114078 0.107531 -0.192119 -0.132619 0.0177445 -0.0661823 0.0736513 0.0911127 0.0196019 0.04123 -0.115117 -0.2551 -0.0454847 -0.0520578 0.0979006 -0.0379641 -0.00283066 0.0995967 -0.23198 -0.0363207 0.00388159 0.0917775 -0.145097 -0.181358 0.238158 -0.0266171 -0.234171 0.0407377 0.106173 0.169435 0.230818 -0.0425213 -0.00710307 -0.0873749 0.128565 -0.317755 -0.0164259 0.217735 0.0541285 0.0361509 0.0510274 -0.196004 -0.019012 0.152443 -0.200899 0.103972 0.0896348 -0.0884954 0.0582597 -0.0689247 0.113905 0.0465575 -0.0717632 -0.148646 0.189532 -0.192352 -0.0852281 0.18976 -0.138861 -0.180767 -0.240213 -0.00220958 0.377882 0.0775573 -0.0539777 0.0663008 -0.0413166 0.0172401 0.0340436 0.0538497 0.0118911 -0.0484412 -0.16633 0.000217961 0.200148 -0.0498012 -0.0300744 0.279778 0.00355724 -0.00393701 0.0400963 0.119659 -0.13085 -0.00332516 -0.159637 -0.0437832 0.0290696 -0.06017 0.0112542 0.176463 -0.157963 0.09521 -0.10191 -0.0181358 -0.0248331 -0.109978 -0.0355285 0.0201314 0.153278 -0.256059 0.178837 0.125624 -0.0152108 0.099858 0.0401217 -0.00174256 -0.0196828 -0.0658795 -0.159044 -0.0922645 -0.0128661 -0.0346288 0.0277335 0.0460183
-0.0218071 0.118063 0.0572995 0.00382704 -0.143801 0.0129298 -0.0507389 -0.200426 0.149996 -0.1209 0.183347 -0.103098 -0.203234 -0.0145165 -0.0777189 0.106394 -0.132325 -0.163793 -0.0317822 -0.119253 0.128254 0.0322197 -0.0154419 0.00760023 -0.0848815 -0.289642 -0.0988643 -0.0848887 0.19399 -0.0421889 0.0123657 0.0375445 -0.124927 -0.065024 0.0217151 0.0238062 -0.0726293 -0.133573 0.216962 -0.0194739 -0.199525 0.00466875 -0.0127689 0.263737 0.166997 -0.0229861 0.0669178 -0.10644 0.13092 -0.246664 0.0408268 0.171373 0.0947926 0.039701 0.118898 -0.154534 -0.00886203 0.152158 -0.135201 0.121594 0.0734167 -0.0885185 -0.00750333 -0.0520819 0.156683 0.0530398 -0.0516239 -0.160242 0.215355 -0.124433 -0.107428 0.101487 -0.112842 -0.138831 -0.286742 -0.00303372 0.546537 0.0954871 -0.174317 0.0706908 -0.0260913 0.0311491 0.163566 0.112408 -0.0360563 -0.0475711 -0.1087 -0.0124997 0.193315 -0.0851964 -0.11329 0.219782 0.00256745 0.047991 0.0672785 0.0867595 -0.0713367 -0.0128014 -0.103795 -0.0760618 0.111806 -0.0483422 -0.0094979 0.139299 -0.165508 0.155997 -0.0130792 0.0434078 0.013437 -0.0564381 -0.0765508 0.054194 0.201812 -0.278234 0.132677 0.171107 0.0119759 0.133807 0.0839997 -0.00414663 0.0658159 -0.0879882 -0.19351 -0.110968 0.000656247 -0.0040416 -0.0735178 0.04046
-0.0456186 0.0617834 0.0938465 -0.0287812 -0.152831 0.0288536 0.0151297 -0.100132 0.180275 -0.0343588 0.28995 -0.0436007 -0.294277 -0.0427745 -0.0749562 0.102137 -0.138176 -0.127064 -0.0367929 -0.0745191 0.144281 0.0670551 -0.0116302 -0.0738852 -0.12768 -0.32462 -0.0797729 -0.0734851 0.114582 -0.0947568 0.0282712 0.0788089 -0.151277 -0.0650899 0.0310718 0.0140418 -0.0401929 -0.0830215 0.191061 -0.0198357 -0.185289 -0.0299972 0.0257059 0.187353 0.15258 0.0444705 0.0596579 -0.135817 0.0762868 -0.24275 0.0772908 0.168147 0.0600582 0.0425849 0.113079 -0.195256 -0.0167043 0.154209 -0.154431 0.0837185 0.0758599 -0.0676173 -0.0121355 -0.0420253 0.130945 0.00563364 -0.0441476 -0.172781 0.210895 -0.123644 -0.105147 0.130844 -0.12724 -0.146013 -0.300122 -0.00175532 0.481475 0.0372227 -0.185859 0.0370284 -0.032148 0.00983087 0.15234 0.0294786 -0.0242431 -0.0596193 -0.172615 -0.0379154 0.221705 -0.0505945 -0.0587732 0.222031 0.0118512 0.038234 0.0879821 0.0991976 -0.042545 6.48946e-05 -0.0898371 -0.0503936 0.0711653 -0.081802 -0.053725 0.140714 -0.155926 0.121435 -0.0321751 0.0217256 -0.0289338 -0.120691 -0.036509 0.040188 0.189742 -0.289431 0.167486 0.159828 -0.0057037 0.130433 0.030502 0.0322856 -0.00470976 -0.0861046 -0.223781 -0.089723 -0.0167852 -0.0490616 -0.0387607 0.0366309
-0.0888373 0.0998628 0.0897397 0.0202589 -0.144649 0.00684952 -0.0571722 -0.198164 0.173426 -0.0816228 0.213134 -0.0733211 -0.213853 0.0242686 -0.0928957 0.0963641 -0.163486 -0.136095 0.000279088 -0.11247 0.121922 0.0336096 -0.00626761 0.00265416 -0.0928079 -0.293082 -0.122927 -0.102525 0.165441 -0.0636537 0.0234987 0.0280808 -0.102933 -0.0759813 0.0382326 0.0216876 -0.0862008 -0.091561 0.221177 -0.0252992 -0.178649 -0.0183782 0.00303065 0.263228 0.0909443 0.0363015 0.0391033 -0.114205 0.13479 -0.247283 0.0657874 0.175958 0.14564 0.0270676 0.136775 -0.215328 0.0266013 0.153606 -0.1406 0.151673 0.0991709 -0.0868601 0.0253688 -0.0145908 0.145784 0.0578377 -0.0476831 -0.137606 0.193926 -0.0611388 -0.0729018 0.125889 -0.113362 -0.198401 -0.263985 -0.0163908 0.57369 0.079027 -0.182408 0.0205181 -0.0397292 0.0188206 0.155825 0.0867039 -0.0752465 -0.0682608 -0.153889 -0.0376898 0.150853 -0.0601309 -0.0900664 0.200993 0.0221895 0.0964236 0.0491866 0.0766463 -0.10591 0.0100324 -0.0971503 -0.0719164 0.0571206 -0.0158633 -0.0172151 0.123263 -0.161704 0.163586 0.0179762 0.0218045 -0.0367793 -0.0417204 -0.0753429 0.0561706 0.19339 -0.306316 0.127027 0.180035 0.0100852 0.164053 0.0577826 -0.0230606 0.0447726 -0.082046 -0.216122 -0.0786968 9.7197e-05 -0.0588374 -0.088359 0.0391905
-0.0692736 0.0439953 0.0992395 -0.0476293 -0.17629 0.00278486 -0.0368725 -0.111026 0.155034 -0.0375341 0.277888 -0.0527116 -0.298816 -0.028418 -0.0441131 0.100004 -0.158649 -0.102545 -0.0273489 -0.108214 0.133456 0.0588495 -0.0178218 -0.066662 -0.144496 -0.299327 -0.122842 -0.0607343 0.115268 -0.0857154 0.0569577 0.0593641 -0.14758 -0.0850368 0.0480769 -0.00426079 -0.0770578 -0.0961553 0.176304 -0.035227 -0.167326 -0.0677868 0.0442832 0.158132 0.123976 0.0897944 0.0560418 -0.105773 0.0864784 -0.241166 0.0791909 0.165478 0.106311 0.0215889 0.130556 -0.208233 0.0116544 0.203136 -0.164157 0.109894 0.086807 -0.0880111 -0.0232696 -0.0274046 0.140126 0.0289201 -0.049534 -0.168041 0.245549 -0.0869044 -0.104726 0.140136 -0.110272 -0.179497 -0.281168 -0.0328452 0.475602 0.0376847 -0.196178 0.0170218 -0.0121234 0.0205828 0.146483 0.0216557 -0.050068 -0.08596 -0.166411 -0.0675581 0.207579 -0.0506991 -0.0454589 0.236306 0.0347596 0.0582082 0.0873431 0.0639911 -0.0524832 -0.0143002 -0.0705873 -0.0561968 0.0871039 -0.0751605 -0.0556611 0.131605 -0.13247 0.153513 -0.0101886 0.0310987 -0.0549192 -0.112522 -0.0521557 0.0373567 0.197347 -0.303928 0.145474 0.169789 -0.0218975 0.141239 0.0404422 0.0297632 0.0126869 -0.101049 -0.239866 -0.104922 -0.00401041 -0.0988732 -0.0462278 0.0408986
-0.0744917 0.0951107 0.0430093 -0.0486197 -0.122501 -0.0480571 0.0162113 -0.0967845 0.115399 -0.0413352 0.292679 -0.114171 -0.216042 -0.128026 0.0321373 0.170435 -0.172874 -0.113631 -0.134563 -0.0865855 -0.00406236 0.026319 -0.00124038 0.0930514 -0.104034 -0.30549 -0.0557214 -0.127895 0.0610279 -0.0928711 0.0071293 0.165205 -0.194363 -0.0473056 0.0248207 0.0151557 -0.0112105 -0.110631 0.143253 -0.0346365 -0.207166 -0.0643947 0.0520425 0.266092 0.164558 -0.0156062 0.00150464 -0.0323694 0.108775 -0.248361 -0.023874 0.151617 0.0910664 0.047008 0.0573844 -0.143731 0.079518 0.114175 -0.231424 0.0259507 0.0365721 -0.119916 -0.0465659 -0.104801 0.265199 0.158156 -0.0720881 -0.161826 0.202978 -0.127014 -0.073237 0.117353 -0.124772 -0.168964 -0.247613 0.00557071 0.424021 0.122174 -0.233648 0.0371152 -0.101844 -0.0191311 0.0839303 0.0747047 -0.0649388 -0.0383435 -0.125857 -0.00690519 0.234974 -0.0691232 0.00724581 0.271548 -0.00652334 -0.0608143 0.0374517 -0.0399513 -0.0344609 0.0427991 -0.06352 0.00129876 0.0815942 -0.158242 -0.0258113 0.0821617 -0.208613 0.134669 0.0291823 0.0338852 0.0319292 -0.0218436 -0.0354875 -0.0276705 0.166144 -0.292319 0.236348 0.134574 0.0314349 0.141823 -0.00542859 0.138423 -0.0332902 -0.102218 -0.13687 -0.0852605 0.114986 -0.0751884 -0.0277133 0.022885
